keyword,title,price,rating,reviews,platform,position,delivery,discount
gaming laptop,MSI Thin A15 Gaming Laptop,799.0,3.5,2.0,MSI Online Store,5,Free delivery,
gaming laptop,Dell Alienware 15 Gaming Laptop,899.0,4.6,136.0,Walmart,6,Free delivery,
gaming laptop,"HP - Victus 15.6"" Gaming Laptop,AMD Ryzen 7 7445HS,NVIDIA GeForce RTX 4050,16GB DDR5,1TB SSD,Win 11 - Mica Silver",1199.99,4.8,79.0,Best Buy,7,,
gaming laptop,"Razer Blade 18"" Ultra-thin Gaming Laptop",3499.99,,,Razer.com,8,Free delivery,
gaming laptop,16.1 inch FHD Gaming Laptop,579.69,4.3,6.0,Walmart - NIPOGI Official Store,9,Free delivery by Tue,
gaming laptop,"Nimo 15.6"" Gaming Laptop",499.0,4.5,40.0,Best Buy,10,,
gaming laptop,ASUS ROG Strix G16 Gaming Laptop,1649.99,5.0,1.0,Staples,11,Free delivery by Wed,
gaming laptop,"Lenovo Legion Pro 7i 16"" OLED Gaming Laptop Intel Core Ultra 9 275HX",2951.99,4.6,461.0,Lenovo,12,Free delivery,
gaming laptop,"HP OMEN 16"" Gaming Laptop",1399.99,3.6,35.0,HP,13,Free delivery,
gaming laptop,"HP Victus 15.6"" Gaming Laptop",1039.0,4.7,1300.0,Best Buy,14,,
gaming laptop,"Asus TUF Gaming FX505DT 15.6"", Gaming Laptop",6.41,5.0,1.0,Glocalzone,15,,
gaming laptop,"MSI Katana 15.6"" Gaming Laptop",1049.99,4.1,49.0,Walmart - Value Tech,16,Free delivery,
gaming laptop,Acer Nitro V 16S Gaming Laptop,1299.99,5.0,3.0,B&H Photo-Video-Audio,17,Free delivery by Tue,
gaming laptop,"Lenovo LOQ 15.6"" Gaming Laptop",999.0,4.4,5.0,Best Buy,18,,
gaming laptop,Razer Blade 16 Ultra-thin 16-inch AMD Gaming Laptop,2399.99,,,Razer.com,19,Free delivery,
gaming laptop,"HP OMEN Gaming Laptop 16"" 2K 144Hz FHD IPS Display Intel Core Ultra 7 255H",599.6,4.5,30.0,Serigrafia.eus,20,,
gaming laptop,Nimo 15.6 inch FHD AMD Ryzen 5 6600h Gaming Laptop,529.99,,,"Walmart - Cleamol Co.,Ltd",21,,
gaming laptop,GIGABYTE Gaming A16 Gaming Laptop,1099.99,4.8,24.0,Best Buy,22,Free delivery,
gaming laptop,"ASUS ROG Strix G18 18"" FHD+ 144Hz Gaming Laptop",1399.99,,,Staples,23,Free delivery by Wed,
gaming laptop,"acer Nitro V 15 Gaming Laptop 15.6"" FHD IPS 144Hz AMD 6-core Ryzen 5 7535HS 16GB RAM 512GB SSD GeForce RTX 4050 Backlit Type-C Win11 ICP Hub",36.0,,,ravir.de,24,,
gaming laptop,Acer Predator Helios Neo Gaming Laptop,1749.99,4.5,4.0,B&H Photo-Video-Audio,25,Free delivery by Tue,
gaming laptop,HP Omen 15.3' 2K 120Hz OLED Laptop,1058.0,5.0,1.0,Walmart,26,Free delivery,
gaming laptop,"Lenovo LOQ 15.6"" 2K Gaming Laptop",1259.99,,,Best Buy,27,Free delivery by Sun,
gaming laptop,MSI Cyborg 14 Gaming Laptop,1164.73,5.0,1.0,Target,28,Free delivery,
gaming laptop,Lenovo Legion Pro 5i Gaming Laptop,2097.98,4.7,245.0,Newegg.com - DealKing,29,Free delivery,
gaming laptop,Alienware Area-51 Gaming Laptop,2979.99,4.5,458.0,Dell,30,Free delivery,
gaming laptop,Chheart Gaming Laptop,338.88,3.0,4.0,Walmart - Chheart Direct,31,Free delivery by Tue,
gaming laptop,"Acer Nitro V 16"" WUXGA 165Hz Gaming Laptop",1549.99,4.5,13.0,Best Buy,32,Free delivery,
gaming laptop,"ASUS Republic of Gamers Flow Z13 13.4"" Gaming Laptop",3649.99,5.0,2.0,B&H Photo-Video-Audio,33,Free delivery by Tue,
gaming laptop,MSI Cyborg 15 Gaming Laptop,1399.99,,,Altex Electronics,34,,
gaming laptop,New Asus Rog Strix G16 g614fm Ryzen 9 9955hx 2.5ghz 16gb RAM 1tb Ssd Rtx 5060,1599.0,4.3,93.0,Walmart - Value Tech,35,Free delivery,
gaming laptop,"Acer Nitro V 15.6"" Gaming Laptop",1099.0,5.0,3.0,Best Buy,36,,
gaming laptop,Dell Alienware Ac16250 Gaming Laptop,1899.99,4.3,886.0,Dell,37,Free delivery by Thu,
gaming laptop,"Acer Nitro V 16"" WUXGA IPS Gaming Laptop",1549.99,4.0,1.0,Target,38,Free delivery,
gaming laptop,Acer Nitro V Gaming Laptop,999.0,3.4,113.0,Walmart - Better-Buy,39,Free delivery,
gaming laptop,"ASUS ROG Strix G18 18"" 2.5K 240Hz Gaming Laptop",3299.99,4.4,322.0,Best Buy,40,Free delivery by Sun,
wireless earbuds,JLab GO Air Pop True Wireless Earbuds,19.99,4.3,32000.0,Best Buy,1,Free delivery on $35+,
wireless earbuds,Apple AirPods Pro 3,189.99,4.7,21000.0,Target,2,Free delivery by Thu,
wireless earbuds,JBL Vibe Buds True Wireless Earbuds,24.95,4.1,1200.0,Walmart - JBL Official Store,3,Free delivery,
wireless earbuds,Soundcore Liberty 5 By Anker Noise Cancelling Wireless Earbuds,89.98,4.7,1200.0,soundcore US,4,Free delivery,
wireless earbuds,Bose QuietComfort Earbuds,149.0,4.2,4800.0,Lenovo,5,Free delivery,
wireless earbuds,Sony WF-C510 Truly Wireless Earbuds,48.0,4.7,4500.0,Best Buy,6,,
wireless earbuds,Beats Powerbeats Pro 2 Wireless Earbuds,199.95,4.2,4200.0,B&H Photo-Video-Audio,7,Free delivery by Tue,
wireless earbuds,JLab Go Air Pop True Wireless Earbuds,24.99,4.5,7900.0,JLab,8,,
wireless earbuds,QCY MeloBuds A30 Wireless Earbuds 60dB Adaptive AI Scene ANC 8-Mic 3-Device Connect Bluetooth,32.99,4.5,35.0,QCY,9,Free delivery,
wireless earbuds,Sennheiser ACCENTUM True Wireless Earbuds,219.95,4.3,94.0,Sennheiser Consumer Audio US,10,Free delivery by Wed,
wireless earbuds,Google Pixel Buds 2a Wireless Earbuds,99.0,4.6,698.0,Best Buy,11,Free delivery by Sun,
wireless earbuds,Jbl Vibe Flex 2,39.88,3.8,446.0,Walmart,12,Free next-day delivery,
wireless earbuds,AirPods 4 Apple,99.0,4.5,55000.0,Northern Arizona University Bookstore,13,,
wireless earbuds,Bowers & Wilkins PI8 True Wireless Earbuds,499.0,4.6,2300.0,Sweetwater,14,Free delivery by Wed,
wireless earbuds,Skullcandy Dime Evo Wireless Earbuds,34.99,4.4,421.0,Best Buy,15,,
wireless earbuds,Beats Powerbeats Fit Wireless Earbuds,169.99,4.3,605.0,Target,16,Free delivery by Thu,
wireless earbuds,OnePlus Buds 3 Pro,179.99,4.8,769.0,OnePlus Official Store,17,Free delivery,
wireless earbuds,JLab Go Pop ANC True Wireless Earbuds,19.99,4.4,5500.0,Lenovo,18,Free delivery,
wireless earbuds,ProBuds V2 True Wireless Bluetooth Earbuds,19.98,4.7,2200.0,Walmart,19,Next-day delivery $7,
wireless earbuds,iLive Truly Wireless Earbuds,19.99,4.3,5700.0,DICK'S Sporting Goods,20,,
wireless earbuds,JBL Vibe Buds 2 True Wireless Noise Cancelling Earbuds,29.95,3.9,508.0,Best Buy,21,Free delivery on $35+,
wireless earbuds,Soundcore P31i Wireless Earbuds,49.99,4.8,1400.0,soundcore NA,22,Free delivery,
wireless earbuds,Raycon The Fitness True Wireless Bluetooth Earbuds with Microphone and Charging Case,95.98,4.4,58000.0,Raycon,23,Free delivery,
wireless earbuds,Bose QuietComfort Ultra Wireless Noise Cancelling Earbuds,249.0,4.5,2500.0,Sweetwater,24,Free delivery by Wed,
wireless earbuds,ViSound Air Ultra-Light Earbuds,59.0,4.9,134.0,VionB,25,Free delivery,
wireless earbuds,Samsung Galaxy Buds3 FE,116.99,4.4,23000.0,Best Buy,26,,
wireless earbuds,Heyday True Wireless Bluetooth Sweat Resistant Earbuds,18.0,3.1,243.0,Target,27,Free delivery on $35+,
wireless earbuds,Creative Zen Air Plus Wireless Earphones,34.99,3.6,105.0,Lenovo,28,Free delivery,
wireless earbuds,Sentry True Wireless Earbuds,24.99,3.3,14.0,Boscov's,29,,
wireless earbuds,JLab Go Pods ANC True Wireless Earbuds,24.99,4.6,2300.0,JLab,30,Free delivery by Wed,
wireless earbuds,Skullcandy Dime 3 True Wireless Earbuds,24.99,4.2,6600.0,Best Buy,31,Free delivery on $35+,
wireless earbuds,RCA Wave-66 True Wireless Earbuds,29.99,3.5,4.0,Macy's,32,,
wireless earbuds,Sennheiser Momentum True Wireless 4 Earbuds,217.95,4.4,3000.0,B&H Photo-Video-Audio,33,Free delivery by Tue,
wireless earbuds,Cambridge Audio Melomania A100 True Wireless Earbuds,99.0,4.5,378.0,Sweetwater,34,Free delivery by Wed,
wireless earbuds,Soundcore by Anker Liberty 4 NC Wireless Earbuds,79.99,4.7,6600.0,soundcore US,35,Free delivery,
wireless earbuds,EarFun Clip 2 Wireless Earbuds,79.99,4.8,77.0,EarFun,36,Free delivery,
wireless earbuds,JLab GO Air Sport True Wireless Earbuds,24.74,4.1,17000.0,Best Buy,37,,
wireless earbuds,Treblab X3 Pro True Wireless Earbuds,59.99,4.7,40.0,Treblab,38,Free delivery by Thu,
wireless earbuds,JLab JBuds Sport ANC 4 True Wireless Earbuds,59.99,4.5,6300.0,JLab,39,,
wireless earbuds,Sony WF-C710N Wireless Noise Canceling Earbuds,88.0,4.4,3200.0,Sweetwater,40,Free delivery by Wed,
Bluetooth speaker,JBL Go 4 Portable Bluetooth Speaker,39.99,4.8,21000.0,Best Buy,1,,
Bluetooth speaker,Soundcore Boom 2 Portable Bluetooth Speaker,89.99,4.8,55.0,Target,2,Free delivery by Thu,
Bluetooth speaker,iLive Tailgate Party Speaker,54.89,4.0,44.0,Home Depot,3,Free delivery by Tue,
Bluetooth speaker,Sony XB100 Portable Bluetooth Speaker,43.0,4.7,10000.0,Best Buy,4,Free delivery by Sun,
Bluetooth speaker,Bose SoundLink Home Bluetooth Speaker,142.99,4.6,267.0,costco.com,5,Free delivery,
Bluetooth speaker,JBL Charge 6 Portable Waterproof Bluetooth Speaker,129.95,4.8,8800.0,Woot,6,Free delivery,
Bluetooth speaker,JBL Go 5 Portable Bluetooth Speaker,44.95,4.9,2200.0,Micro Center,7,,
Bluetooth speaker,Onn Rugged Speaker with LED Lighting,34.88,4.4,1600.0,Walmart,8,,
Bluetooth speaker,JLab Go Party Portable Bluetooth Speaker,24.74,4.8,2200.0,Best Buy,9,,
Bluetooth speaker,Rechargeable Battery Bluetooth Speaker,9.99,3.9,34.0,Target,10,Free delivery on $35+,
Bluetooth speaker,JBL Grip Portable Bluetooth Speaker,79.95,4.5,979.0,Home Depot,11,Free delivery,
Bluetooth speaker,Marshall Emberton III Portable Bluetooth Speaker,179.99,4.9,3000.0,Sweetwater,12,Free delivery by Wed,
Bluetooth speaker,Anker SoundCore 2 Portable Bluetooth Speaker,29.99,4.5,93.0,Walmart - AnkerDirect,13,,
Bluetooth speaker,JBL CLIP 5 Portable Bluetooth Speaker,69.95,4.7,7300.0,Best Buy,14,,
Bluetooth speaker,IKEA KALLSUP Portable Bluetooth Speaker,9.99,4.5,386.0,IKEA,15,,
Bluetooth speaker,"beFree Sound 15"" Bluetooth Portable Rechargeable Party Speaker",95.87,4.0,31.0,Home Depot,16,Free delivery,
Bluetooth speaker,Soundcore Boom 2 Plus Outdoor Bass Bluetooth Speaker,169.98,4.8,432.0,soundcore US,17,Free delivery,
Bluetooth speaker,Soundcore by Anker Select 4 Go Bluetooth Speaker,23.99,4.9,9000.0,Target,18,Free delivery on $35+,
Bluetooth speaker,JBL Flip 7 Portable Waterproof Bluetooth Speaker,129.95,4.4,858.0,Best Buy,19,,
Bluetooth speaker,Klipsch GIG XXL Bluetooth Wireless Party Speaker,79.99,4.6,136.0,Walmart - Electronic Express,20,Free delivery,
Bluetooth speaker,Tribit StormBox Mini+ 12w Bluetooth Speaker,33.99,4.9,1100.0,Xtremeinn.com,21,,
Bluetooth speaker,JBL FLIP 6 Bluetooth Portable Waterproof Speaker,84.99,4.6,11000.0,"Newegg.com - Simple Cell, Inc",22,Free delivery,
Bluetooth speaker,Bose SoundLink Flex Portable Bluetooth Speaker,139.0,4.8,6100.0,Best Buy,23,,
Bluetooth speaker,DPI Waterproof Bluetooth Speaker,14.99,3.3,227.0,Target,24,Free delivery on $35+,
Bluetooth speaker,JLab Pop Party Bluetooth Portable Speaker,24.99,4.7,823.0,Home Depot,25,Free delivery,
Bluetooth speaker,Altec Lansing HydraTrek Magnetic Bluetooth Speaker,19.99,4.4,90.0,Walmart,26,,
Bluetooth speaker,Beats Bluetooth Pill Portable Speaker Wireless,99.99,4.6,5100.0,BJ's Wholesale Club,27,Free delivery,
Bluetooth speaker,JBL Flip 7 Bluetooth Portable Waterproof Speaker,129.95,4.7,6500.0,Best Buy,28,,
Bluetooth speaker,Marshall Acton III Bluetooth Speaker,299.99,4.8,3300.0,Belk,29,Free delivery,
Bluetooth speaker,Soundcore Rave 3S Karaoke Party Speaker,299.99,4.9,170.0,soundcore US,30,Free delivery,
Bluetooth speaker,ION Glow Tone Bluetooth Speaker,76.0,4.5,28.0,Walmart,31,Free delivery,
Bluetooth speaker,Jumbo HiFi Retro Vintage Wireless Stereo Speaker,39.99,3.5,2.0,Kohl's,32,,
Bluetooth speaker,Ultimate Ears MEGABOOM 4 Bluetooth Speaker,215.99,4.7,512.0,Best Buy,33,,
Bluetooth speaker,House of Marley Jammin Bluetooth Speaker,24.56,4.6,14.0,Home Depot,34,Free delivery,
Bluetooth speaker,Turtlebox Speaker Ranger,250.0,4.6,2900.0,DICK'S Sporting Goods,35,,
Bluetooth speaker,Logitech Z207 Bluetooth,69.99,4.4,1400.0,Micro Center,36,,
Bluetooth speaker,Oumilen Portable Bluetooth Speakers,16.29,,,Walmart,37,,
Bluetooth speaker,Edifier ES20 Bluetooth Portable Speaker,59.99,4.9,318.0,Best Buy,38,Free delivery,
Bluetooth speaker,JBL PartyBox 330 Portable Party Speaker,629.95,4.9,199.0,jbl.com,39,Free delivery,
Bluetooth speaker,"Pyle 5.25"" Portable Wireless Bluetooth Speaker",64.99,,,Macy's,40,Free delivery by Thu,
camera,Kodak PIXPRO FZ55 Digital Camera,139.99,4.6,2700.0,B&H Photo-Video-Audio,1,Free delivery by Tue,
camera,Canon EOS R6 Mark II Mirrorless Camera,1999.99,4.8,2400.0,Lowe's,2,Free delivery by Wed,
camera,Sony Alpha a7 III Mirrorless 4K Video Camera,1029.0,4.7,5000.0,MPB,3,Free delivery,
camera,Canon PowerShot G7 X Mark III Digital Camera,879.0,4.5,2500.0,Bedford Camera & Video,4,Free delivery,
camera,Nikon D7500 DSLR Camera,696.95,4.8,3500.0,Crutchfield,5,Free delivery by Tue,
camera,Sony Alpha a6100 Mirrorless Digital Camera,948.0,4.9,243.0,Adorama,6,Free delivery by Tue,
camera,Canon PowerShot Elph 360 HS A Digital Camera,379.99,4.6,206.0,Canon,7,,
camera,DJI Osmo Pocket 3 Camera,399.0,4.8,1700.0,Glazer's Camera,8,,
camera,OM Digital Solutions OM-1 Mark II Mirrorless Camera,1569.0,4.8,186.0,MPB,9,Free delivery,
camera,Leica D-Lux 8 Digital Camera,1915.0,4.7,153.0,B&H Photo-Video-Audio,10,Free delivery by Tue,
camera,Fujifilm X-T5 Mirrorless Camera,2289.0,4.8,284.0,Walmart - Revel Commerce,11,Free delivery,
camera,Panasonic LUMIX S5II Mirrorless Camera,1697.99,4.8,160.0,Shop Panasonic USA,12,Free delivery,
camera,Sony Alpha a6700 Mirrorless Camera with 18-135mm Lens,1898.0,4.7,305.0,Best Buy,13,,
camera,Canon EOS R50 Mirrorless Camera,729.0,4.8,2800.0,Macy's,14,Free delivery by Thu,
camera,Sony Alpha ZV-E10 II Mirrorless Camera,934.3,4.7,417.0,ExcellentPhoto.ca,15,,
camera,Camp Snap Pro Digital Camera,99.0,5.0,3.0,Glazer's Camera,16,,
camera,Nikon D5100 Digital Camera,107.0,4.6,226.0,MPB,17,Free delivery,
camera,Kodak PIXPRO C1 Digital Camera,99.99,4.4,397.0,B&H Photo-Video-Audio,18,Free delivery by Tue,
camera,Sony Alpha a6700 Mirrorless Camera,1598.0,4.8,27.0,Nelson Photo & Video,19,Free delivery,
camera,Sony Alpha a6400 Mirrorless Camera,1098.0,4.7,1200.0,Best Buy,20,,
camera,Sony Alpha a7 V Mirrorless Camera,2898.0,4.9,179.0,Newegg.com - DataVision,21,Free delivery,
camera,Nikon Z50 II Mirrorless Camera,1396.95,4.7,204.0,pictureline,22,Free delivery,
camera,Canon EOS R8 Mirrorless Camera with RF 24-50mm F4.5-6.3 IS STM Lens,1395.0,4.7,446.0,Willoughby's Photo Emporium,23,Free delivery by Thu,
camera,Sony Alpha a7R II Mirrorless Digital Camera,759.0,4.7,1100.0,MPB,24,Free delivery,
camera,Yashica Tank Compact Digital Camera,99.99,4.6,37.0,K&M Camera,25,Free delivery,
camera,GoPro HERO13 Black Action Camera Bundle,409.99,4.7,647.0,Best Buy,26,Free delivery by Sun,
camera,Panasonic Lumix G100D Mirrorless Camera,647.99,5.0,1.0,Shop Panasonic USA,27,Free delivery,
camera,Canon EOS R100 Mirrorless Camera with 18-45mm and 55-210mm Lens,799.0,4.7,191.0,District Camera,28,Free delivery,
camera,Canon PowerShot V10 Vlog Camera,323.19,4.5,280.0,Aden Camera,29,,
camera,DJI Osmo Action 6 Adventure Camera Combo,536.99,4.7,54.0,Micro Center,30,,
camera,Nikon Z5 II Mirrorless Camera with 24-50mm f/4-6.3 Lens,1896.95,4.9,78.0,Walmart - Beach Camera,31,Free delivery,
camera,Canon EOS Rebel T7 Camera,529.99,4.7,8200.0,Canon,32,,
camera,Fujifilm X-S20 Mirrorless Camera,1366.9,4.8,396.0,ExcellentPhoto.ca,33,,
camera,Canon EOS R6 Mark II Mirrorless Camera with 24-105mm f/4 L IS USM Lens,2675.0,4.8,499.0,Quality Rated Products,34,Free delivery by Mon,
camera,Canon EOS R6 Mark III Mirrorless Camera with RF 24-105mm f4-7.1 IS STM Lens,3149.0,4.7,83.0,Best Buy,35,Free delivery by Sun,
camera,OM System OM-5 Mark II Mirrorless Camera,1199.99,4.8,50.0,Adorama,36,Free delivery by Tue,
camera,Sony a7CR Mirrorless Camera,2921.95,4.7,119.0,B&H Used Store,37,Free delivery by Mon,
camera,Nikon Z8 Mirrorless Camera with 24-120mm f/4 S Lens,4296.95,4.9,67.0,District Camera,38,Free delivery,
camera,Panasonic Lumix S9 Mirrorless Camera with 18-40mm f Lens,1797.99,4.8,82.0,Walmart - Focus Camera,39,Free delivery,
camera,Hasselblad 907X 50C Optics,4829.0,4.7,39.0,MPB,40,Free delivery,
